,director_name,actor_2_name,actor_1_name,clean_title,cast_total_facebook_likes,actor_3_name,language,country,content_rating,imdb_score,movieId,year,genres,budget,original_title,popularity,revenue,title,language_n,year_n,country_n,content_rating_n,director_name_n,actor_1_name_n,actor_2_name_n,actor_3_name_n
4573,Tod Williams,Molly Ephraim,Sprague Grayden,paranormal activity 2,1081,Micah Sloat,English,USA,R,5.7,81417,2010,Horror|IMAX,3000000,Paranormal Activity 2,7.388933,177512032.0,Paranormal Activity 2,1,5,1,4,1,2,2,2
4574,Michael Moore,Dick Clark,Michael Moore,bowling for columbine,1779,Bill Clinton,English,Germany,R,8.0,5669,2002,Drama|Crime|Documentary,4000000,Bowling for Columbine,11.393858999999999,35564473.0,Bowling for Columbine,1,5,6,4,5,5,2,3
4575,Yimou Zhang,Daoming Chen,Li Gong,coming home,900,Ni Yan,Mandarin,China,PG-13,7.3,3724,1978,Drama|War,3000000,Coming Home,3.176733,0.0,Coming Home,6,4,13,1,2,4,1,1
4579,Scott Derrickson,Victoria Leigh,Danielle Kotch,sinister,2239,James Ransone,English,USA,R,6.8,97188,2012,Horror|Mystery|Thriller,3000000,Sinister,12.490637,77712439.0,Sinister,1,5,1,4,2,1,1,4
4580,David Raynr,Mikki Padilla,Nancy O'Dell,martin lawrence live: runteldat,159,Dayna Devon,English,USA,R,5.4,5513,2002,Comedy|Biography|Documentary,3000000,Martin Lawrence Live: Runteldat,0.527297,19184015.0,Martin Lawrence Live: Runteldat,1,5,1,4,3,3,1,1
4581,Richard Brooks,Judith Anderson,Burl Ives,cat on a hot tin roof,649,Jack Carson,English,USA,Approved,8.1,971,1958,Drama|Romance,3000000,Cat on a Hot Tin Roof,11.794846000000001,17570324.0,Cat on a Hot Tin Roof,1,3,1,12,4,1,2,1
4582,Ted Post,Gregory Sierra,Linda Harrison,beneath the planet of the apes,1186,Victor Buono,English,USA,G,6.1,2530,1970,Action|Sci-Fi|Adventure,3000000,Beneath the Planet of the Apes,12.325947,18999718.0,Beneath the Planet of the Apes,1,3,1,3,2,1,1,1
4583,Charles Martin Smith,Bill Cobbs,Kevin Zegers,air bud,4277,Michael Jeter,English,USA,PG,5.1,1592,1997,Children|Family|Drama|Comedy|Sport,3000000,Air Bud,9.407128,23144499.0,Air Bud,1,5,1,2,3,6,7,6
4584,Patrick Read Johnson,Royal Dano,Ariana Richards,spaced invaders,1441,Tonya Lee Williams,English,USA,PG,5.3,5596,1990,Adventure|Sci-Fi|Comedy,3000000,Spaced Invaders,2.4282790000000003,15369573.0,Spaced Invaders,1,4,1,2,2,3,2,1
4585,Alfred Hitchcock,Bruce Dern,Ed Lauter,family plot,2811,William Devane,English,USA,PG,6.8,2177,1976,Thriller|Comedy,2000000,Family Plot,4.845776,7900000.0,Family Plot,1,4,1,2,7,2,8,3
4586,Adam Marcus,Leslie Jordan,Kane Hodder,jason goes to hell: the final friday,2899,Erin Gray,English,USA,R,4.3,5691,1993,Fantasy|Horror|Action|Thriller,3000000,Jason Goes to Hell: The Final Friday,9.223325,15938065.0,Jason Goes to Hell: The Final Friday,1,4,1,4,1,5,1,1
4587,Alfred Hitchcock,Lila Kedrova,Tamara Toumanova,torn curtain,70,David Opatoshu,English,USA,Approved,6.7,2180,1966,Thriller,3000000,Torn Curtain,6.243248,13000000.0,Torn Curtain,1,3,1,12,7,1,1,1
4588,Michael Schultz,LisaGay Hamilton,Blair Underwood,krush groove,1163,Bobby Brown,English,USA,R,6.6,6053,1985,Drama|Comedy|Music|Musical,3000000,Krush Groove,1.560562,0.0,Krush Groove,1,4,1,4,2,5,1,1
4589,Benny Boom,Donald Faison,Omari Hardwick,next day air,4815,Mike Epps,English,USA,R,5.9,71533,2009,Action|Crime|Comedy,0,Next Day Air,2.4590959999999997,0.0,Next Day Air,1,5,1,4,1,4,8,10
4590,Richard Brooks,Jean Simmons,Shirley Jones,elmer gantry,1444,Edward Andrews,English,USA,Approved,7.9,4190,1960,Drama,3000000,Elmer Gantry,6.409512,10400000.0,Elmer Gantry,1,3,1,12,4,2,2,1
4591,Stanley Kramer,Montgomery Clift,Maximilian Schell,judgment at nuremberg,3847,Spencer Tracy,English,USA,Not Rated,8.3,6777,1961,Drama|War,3000000,Judgment at Nuremberg,9.697105,10000000.0,Judgment at Nuremberg,1,3,1,10,2,2,3,3
4592,David Raynr,Deon Richmond,Donald Faison,trippin',1936,Countess Vaughn,English,USA,R,5.2,2623,1999,Comedy,0,Trippin',0.218263,9016377.0,Trippin',1,5,1,4,3,8,1,1
4593,Howard Hawks,Walter Brennan,Montgomery Clift,red river,2269,Harry Carey Jr.,English,USA,Approved,7.8,7070,1948,Action|Western|Romance|Adventure,3000000,Red River,6.09018,9012000.0,Red River,1,2,1,12,1,3,1,3
4594,Nnegest Likké,Jimmy Jean-Louis,Mo'Nique,phat girlz,2321,Joyful Drake,English,USA,PG-13,3.0,44844,2006,Comedy,0,Phat Girlz,1.19271,0.0,Phat Girlz,1,5,1,1,1,7,1,1
4595,Richard Linklater,Ariane Labed,Seamus Davey-Fitzpatrick,before midnight,328,Athina Rachel Tsangari,English,USA,R,7.9,100714,2013,Drama|Romance,3000000,Before Midnight,11.303239999999999,11176469.0,Before Midnight,1,5,1,4,9,1,1,1
4596,Christopher Leitch,Robert Neary,John Astin,teen wolf too,1389,Kim Darby,English,USA,PG,3.2,51520,1987,Fantasy|Comedy,0,Teen Wolf Too,4.604439,0.0,Teen Wolf Too,1,4,1,2,1,1,1,1
4597,Don Coscarelli,A. Michael Baldwin,Angus Scrimm,phantasm ii,1395,James Le Gros,English,USA,R,6.5,3837,1988,Sci-Fi|Thriller|Action|Fantasy|Horror,3000000,Phantasm II,8.733191999999999,7282851.0,Phantasm II,1,4,1,4,2,1,1,1
4598,Michael Schultz,Kimberly Elise,Loretta Devine,woman thou art loosed,3049,Clifton Powell,English,USA,R,6.9,32342,2004,Drama,3000000,Woman Thou Art Loosed,0.129004,6804016.0,Woman Thou Art Loosed,1,5,1,4,2,12,3,3
4599,Patricia Cardoso,Lupe Ontiveros,America Ferrera,real women have curves,2510,George Lopez,English,USA,PG-13,7.0,5685,2002,Drama|Comedy,0,Real Women Have Curves,2.363243,0.0,Real Women Have Curves,1,5,1,1,1,5,4,1
4600,Deepa Mehta,Lisa Ray,John Abraham,water,1394,Seema Biswas,Hindi,Canada,PG-13,7.8,43333,2005,Drama|Romance,0,Water,2.1358740000000003,10422387.0,Water,4,5,4,1,2,1,1,1
4602,Damien O'Donnell,Jimi Mistry,Archie Panjabi,east is east,1616,Om Puri,English,UK,R,6.9,3538,1999,Drama|Comedy,3800000,East Is East,5.138367,28200000.0,East Is East,1,5,2,4,1,2,1,2
4603,Peter M. Cohen,Brian Van Holt,Callie Thorne,whipped,858,David Heyman,English,USA,R,4.4,3597,2000,Comedy|Romance,3000000,Whipped,0.7528520000000001,0.0,Whipped,1,5,1,4,1,2,3,1
4604,Nicole Holofcener,Thomas Ian Nicholas,Oliver Platt,please give,3692,Ann Morgan Guilbert,English,USA,R,6.6,78116,2010,Drama|Comedy,3000000,Please Give,5.630136,0.0,Please Give,1,5,1,4,5,20,2,1
4605,Mel Stuart,Jack Albertson,Peter Ostrum,willy wonka & the chocolate factory,1011,Julie Dawn Cole,English,USA,G,7.8,1073,1971,Children|Family|Fantasy|Comedy|Musical,3000000,Willy Wonka & the Chocolate Factory,12.416635000000001,4000000.0,Willy Wonka & the Chocolate Factory,1,3,1,3,1,1,1,1
4606,Anthony Hickox,Zach Galligan,Julian Sands,warlock: the armageddon,1806,Paula Marshall,English,USA,R,5.3,4685,1993,Fantasy|Horror,0,Warlock: The Armageddon,3.905507,0.0,Warlock: The Armageddon,1,4,1,4,1,5,2,1
4607,Tom Schulman,George Hamilton,Kristy Swanson,8 heads in a duffel bag,1363,Dyan Cannon,English,USA,R,5.3,1503,1997,Crime|Comedy,0,8 Heads in a Duffel Bag,5.666701,0.0,8 Heads in a Duffel Bag,1,5,1,4,1,1,1,2
4608,Terrence Malick,Stuart Margolin,Sam Shepard,days of heaven,1618,Richard Libertini,English,USA,PG,8.0,2932,1978,Drama|Romance,0,Days of Heaven,7.380825,0.0,Days of Heaven,1,4,1,2,1,11,1,1
4609,Darren Stein,Judy Greer,Julie Benz,jawbreaker,9555,Jeff Conaway,English,USA,R,5.4,2500,1999,Thriller|Crime|Comedy,3000000,Jawbreaker,7.4347970000000005,3076820.0,Jawbreaker,1,5,1,4,1,4,16,1
4610,Julian Schnabel,Michael Wincott,Gary Oldman,basquiat,11459,Courtney Love,English,USA,R,6.9,851,1996,Drama|Biography,2962051,Basquiat,4.797674,3011195.0,Basquiat,1,5,1,4,1,13,7,1
4611,Noah Baumbach,Grace Gummer,Greta Gerwig,frances ha,2260,Vanessa Ray,English,USA,R,7.4,102800,2012,Drama|Comedy|Romance,0,Frances Ha,8.471414999999999,4069826.0,Frances Ha,1,5,1,4,1,4,1,2
4612,Gavin Hood,Nambitha Mpumlwana,Terry Pheto,tsotsi,278,Rapulana Seiphemo,Zulu,UK,R,7.3,44204,2005,Drama|Crime,3000000,Tsotsi,6.081201,9879971.0,Tsotsi,22,5,2,4,4,3,1,1
4613,Todd Solondz,Jon Lovitz,Philip Seymour Hoffman,happiness,36859,Dylan Baker,English,USA,missing,7.8,2318,1998,Drama|Comedy,3000000,Happiness,5.493697,2807390.0,Happiness,1,5,1,0,3,18,8,8
4619,George Gallo,Joe Howard,Eddie Griffin,dysfunktional family,539,Robert Noble,English,USA,R,6.6,6284,2003,Comedy|Documentary,0,DysFunktional Family,0.7268020000000001,0.0,DysFunktional Family,1,5,1,4,2,6,1,1
4620,Kevin Smith,Haley Joel Osment,Johnny Depp,tusk,43810,Michael Parks,English,USA,R,5.4,114670,2014,Horror|Drama|Comedy,2800000,Tusk,6.820925,1826705.0,Tusk,1,5,1,4,11,27,5,2
4622,Chan-wook Park,Ji-tae Yu,Min-sik Choi,oldboy,852,Hye-jeong Kang,Korean,South Korea,R,8.4,107314,2013,Thriller|Drama|Mystery|Action,3000000,올드보이,10.616859,14980005.0,Oldboy,11,5,14,4,2,1,1,1
4624,David Nixon,Michael Bolten,Robyn Lively,letters to god,1567,Christopher Schmidt,English,USA,PG,6.3,94893,2010,Family|Drama|Children,0,Letters to God,4.008071,0.0,Letters to God,1,5,1,2,1,1,1,1
4625,Jason Eisener,Robb Wells,Gregory Smith,hobo with a shotgun,1249,Molly Dunsworth,English,Canada,Not Rated,6.1,85796,2011,Thriller|Crime|Action|Adventure|Comedy,3000000,Hobo with a Shotgun,10.926038,748453.0,Hobo with a Shotgun,1,5,4,10,1,4,1,1
4626,Matthew Bright,Dan Hedaya,Bokeem Woodbine,freeway,1663,Robert Peters,English,USA,R,6.9,1034,1996,Thriller|Crime|Drama|Comedy,3000000,Freeway,7.088533,0.0,Freeway,1,5,1,4,1,6,2,1
4630,Andrea Arnold,Harry Treadaway,Michael Fassbender,fish tank,13636,Jason Maza,English,UK,Not Rated,7.3,74416,2009,Drama,3000000,Fish Tank,6.070216,2357852.0,Fish Tank,1,5,2,10,1,10,2,1
4631,Whit Stillman,Megalyn Echikunwoke,Greta Gerwig,damsels in distress,2452,Zach Woods,English,USA,PG-13,5.7,93723,2011,Drama|Comedy|Romance,0,Damsels in Distress,5.910385,0.0,Damsels in Distress,1,5,1,1,2,4,2,1
4632,missing,Colm Feore,Craig T. Nelson,creature,3149,Megalyn Echikunwoke,English,USA,missing,5.0,3193,1999,Horror|Sci-Fi|Documentary|Thriller,3000000,Creature,3.6196410000000006,0.0,Creature,1,5,1,0,0,6,6,2
4640,Leslye Headland,Adam Scott,Kirsten Dunst,bachelorette,8353,Andrew Rannells,English,USA,R,5.3,96565,2012,Comedy|Romance,3000000,Bachelorette,10.893224,11947954.0,Bachelorette,1,5,1,4,1,22,8,1
4641,Tim Heidecker,William Atherton,Michael Gross,tim and eric's billion dollar movie,1467,Bob Ross,English,USA,R,5.3,92719,2012,Comedy,0,Tim and Eric's Billion Dollar Movie,1.8701150000000002,0.0,Tim and Eric's Billion Dollar Movie,1,5,1,4,1,2,2,1
4642,Kate Connor,Eric Stoltz,Johnny Pacar,fort mccoy,4374,Brendan Fehr,English,USA,R,5.9,126552,2014,Drama|History|War|(no genres listed),0,Fort McCoy,0.7110989999999999,0.0,Fort McCoy,1,5,1,4,1,1,8,2
4643,Deon Taylor,Betsy Russell,Matt Cohen,chain letter,1495,Noah Segan,English,USA,R,4.1,84262,2009,Horror|Mystery|Thriller,0,Chain Letter,2.726794,0.0,Chain Letter,1,5,1,4,1,1,1,1
4644,Jason Alexander,Patti LuPone,Gretchen Mol,just looking,1030,Peter Onorati,English,USA,R,6.7,3954,1999,Drama|Comedy,3000000,Just Looking,0.484849,0.0,Just Looking,1,5,1,4,1,4,2,1
4645,Will Canon,Scott Mechlowicz,Frank Grillo,demonic,4756,Aaron Yoo,English,USA,R,5.3,129372,2015,Horror|Thriller,3000000,Demonic,9.234943,3387000.0,Demonic,1,6,1,4,1,6,4,3
4646,Francesca Gregorini,Amy Sedaris,Tom Everett Scott,tanner hall,1929,Chris Kattan,English,USA,R,5.9,91826,2009,Drama,0,Tanner Hall,1.426803,0.0,Tanner Hall,1,5,1,4,1,6,6,2
4647,David Wain,Amy Poehler,Christopher Meloni,they came together,7191,Jack McBrayer,English,USA,R,5.5,112450,2014,Comedy|Romance,0,They Came Together,9.139014999999999,0.0,They Came Together,1,5,1,4,3,6,12,4
4648,John Boorman,Angie Dickinson,Lee Marvin,point blank,2715,Carroll O'Connor,English,USA,Approved,7.4,26172,1967,Thriller|Drama|Crime|Action,2500000,Point Blank,5.352165,3200000.0,Point Blank,1,3,1,12,2,3,3,2
4650,Brian Caunter,Stacy Keach,Mike Starr,chicago overcoat,1989,Frank Vincent,English,USA,R,6.2,106450,2009,Action|Drama|Crime|Adventure,3200000,Chicago Overcoat,1.0198690000000001,0.0,Chicago Overcoat,1,5,1,4,1,8,5,3
4651,Chris D'Arienzo,Cybill Shepherd,Judy Greer,barry munday,3648,Shea Whigham,English,USA,R,5.9,98626,2010,Drama|Comedy|Romance,0,Barry Munday,2.476706,0.0,Barry Munday,1,5,1,4,1,16,1,4
4652,Frank Capra,Glenn Ford,Ann-Margret,pocketful of miracles,2167,Thomas Mitchell,English,USA,Approved,7.3,4804,1961,Drama|Comedy,2900000,Pocketful of Miracles,2.6496049999999998,5000000.0,Pocketful of Miracles,1,3,1,12,5,2,1,4
4653,Heidi Ewing,James Ransone,Greg Crowe,freakonomics,2305,Tempestt Bledsoe,English,USA,PG-13,6.4,89102,2010,Documentary,3000000,Freakonomics,2.444847,103735.0,Freakonomics,1,5,1,1,1,1,4,1
4654,Leon Ford,Patrick Brammall,Maeve Dermody,griff the invisible,362,Kelly Paterniti,English,Australia,PG-13,6.1,88237,2011,Drama|Sci-Fi|Comedy|Romance,2902660,Griff the Invisible,2.9308970000000003,0.0,Griff the Invisible,1,5,5,1,1,1,1,1
4655,Craig Brewer,Paula Jai Parker,Isaac Hayes,hustle & flow,727,Elise Neal,English,USA,R,7.4,34271,2005,Drama|Crime|Music,8000000,Hustle & Flow,7.422267,23563727.0,Hustle & Flow,1,5,1,4,2,1,1,1
4656,Billy Wilder,Joe E. Brown,Nehemiah Persoff,some like it hot,527,George Raft,English,USA,Not Rated,8.3,910,1959,Crime|Music|Comedy|Romance,2883848,Some Like It Hot,11.845107,25000000.0,Some Like It Hot,1,3,1,10,1,1,1,1
4657,John Carl Buechler,Terry Kiser,Kane Hodder,friday the 13th part vii: the new blood,1855,William Butler,English,USA,R,5.3,1980,1988,Horror,2800000,Friday the 13th Part VII: The New Blood,7.909022,19170001.0,Friday the 13th Part VII: The New Blood,1,4,1,4,1,5,1,1
4658,Mel Brooks,Peter Boyle,Madeline Kahn,young frankenstein,2703,Teri Garr,English,USA,PG,8.0,1278,1974,Fantasy|Comedy,2800000,Young Frankenstein,9.339316,86273333.0,Young Frankenstein,1,3,1,2,6,4,5,3
4659,George A. Romero,Shawn Roberts,Megan Park,diary of the dead,1797,Joe Dinicol,English,USA,R,5.7,58332,2007,Horror|Sci-Fi,2000000,Diary of the Dead,12.001324,5364858.0,Diary of the Dead,1,5,1,4,6,2,5,1
4660,Victor Nunez,Patricia Richardson,Peter Fonda,ulee's gold,787,Vanessa Zima,English,USA,R,7.1,1633,1997,Drama,0,Ulee's Gold,1.1389719999999999,0.0,Ulee's Gold,1,5,1,4,2,3,1,1
4661,John Ford,Cesar Romero,Lee Marvin,donovan's reef,1949,Jack Warden,English,USA,Not Rated,6.9,4401,1963,Adventure|Comedy|Action|Romance,2686000,Donovan's Reef,1.9202560000000002,6600000.0,Donovan's Reef,1,3,1,10,3,3,1,3
4662,Mel Brooks,David Huddleston,Madeline Kahn,blazing saddles,4701,Harvey Korman,English,USA,R,7.8,3671,1974,Western|Comedy,2600000,Blazing Saddles,13.233262,119500000.0,Blazing Saddles,1,3,1,4,6,4,2,3
4663,Pawel Pawlikowski,Agata Trzebuchowska,Joanna Kulig,ida,205,Agata Kulesza,Polish,Poland,PG-13,7.4,106452,2013,Drama,2159280,Ida,8.651053,15298355.0,Ida,23,5,34,1,2,1,1,1
4664,James Ivory,Denholm Elliott,Rupert Graves,maurice,1269,Simon Callow,English,UK,R,7.8,3094,1987,Drama|Romance,0,Maurice,5.778465,0.0,Maurice,1,4,2,4,3,4,3,4
4665,Frank Sebastiano,Laurie Metcalf,Joe Lo Truglio,beer league,2753,Seymour Cassel,English,USA,R,6.0,50610,2006,Comedy|Sport,0,Beer League,1.521008,0.0,Beer League,1,5,1,4,1,6,1,6
4666,Stacy Peralta,Gabrielle Reece,Gerry Lopez,riding giants,179,Laird John Hamilton,English,USA,PG-13,7.9,27882,2004,History|Documentary|Sport,2600000,Riding Giants,2.203949,3166000.0,Riding Giants,1,5,1,1,1,1,1,1
4667,Tony Giglio,Nick Searcy,Brianna Brown,timber falls,1082,Beth Broderick,English,USA,R,5.3,57432,2007,Horror|Thriller,2600000,Timber Falls,2.304122,0.0,Timber Falls,1,5,1,4,1,1,2,2
4668,Stanley Donen,Debbie Reynolds,Rita Moreno,singin' in the rain,2510,Cyd Charisse,English,USA,Approved,8.3,899,1952,Comedy|Romance|Musical,2540800,Singin' in the Rain,11.064858000000001,7200000.0,Singin' in the Rain,1,2,1,12,1,2,4,1
4669,Joe Cross,Joel Fuhrman,Joe Cross,"fat, sick & nearly dead",67,Amy Badberg,English,Australia,missing,7.6,89523,2010,Documentary,0,"Fat, Sick & Nearly Dead",2.255345,0.0,"Fat, Sick & Nearly Dead",1,5,5,0,1,1,1,1
4670,Dinesh D'Souza,Zackary Steven Graham,Barack Obama,2016: obama's america,1111,Dinesh D'Souza,English,USA,PG,5.1,96941,2012,Documentary,2500000,2016: Obama's America,1.221216,33400000.0,2016: Obama's America,1,5,1,2,1,1,1,1
4671,Tom Hanks,Charlize Theron,Tom Hanks,that thing you do!,28713,Ethan Embry,English,USA,PG,6.9,1042,1996,Drama|Comedy|Music,0,That Thing You Do!,8.685761,34585416.0,That Thing You Do!,1,5,1,2,2,20,13,10
4672,Tommy Lee Wallace,Dan O'Herlihy,Tom Atkins,halloween iii: season of the witch,684,Nancy Kyes,English,USA,R,4.6,1984,1982,Horror|Sci-Fi|Mystery,2500000,Halloween III: Season of the Witch,6.066618,14400000.0,Halloween III: Season of the Witch,1,4,1,4,1,2,2,1
4673,Don Taylor,M. Emmet Walsh,Roddy McDowall,escape from the planet of the apes,2373,Sal Mineo,English,USA,G,6.3,2533,1971,Action|Sci-Fi,2500000,Escape from the Planet of the Apes,12.120267,12348905.0,Escape from the Planet of the Apes,1,3,1,3,1,6,7,1
4674,Martin Ritt,Melvyn Douglas,Patricia Neal,hud,1141,Whit Bissell,English,USA,Approved,7.9,3467,1963,Drama|Western,2500000,Hud,4.526285,10000000.0,Hud,1,3,1,12,1,1,1,1
4675,Leslie Small,La'Princess Jackson,David Jason Perez,kevin hart: let me explain,1385,Dana Hanna,English,USA,R,6.7,121155,2013,Comedy|Documentary,0,Kevin Hart: Let Me Explain,11.110533,32230907.0,Kevin Hart: Let Me Explain,1,5,1,4,1,1,1,1
4676,Gus Van Sant,Udo Kier,Keanu Reeves,my own private idaho,19923,Flea,English,USA,R,7.1,1611,1991,Drama|Romance,2500000,My Own Private Idaho,7.289727,0.0,My Own Private Idaho,1,4,1,4,7,13,10,1
4677,Zach Braff,Michael Weston,Armando Riesco,garden state,1655,Jill Flint,English,USA,R,7.6,8784,2004,Drama|Comedy|Romance,2500000,Garden State,11.630809,26781723.0,Garden State,1,5,1,4,2,5,3,1
4678,Richard Linklater,Hans Weingartner,Hanno Pöschl,before sunrise,36,Dominik Castell,English,USA,R,8.1,215,1995,Drama|Romance,2500000,Before Sunrise,11.304979,5535405.0,Before Sunrise,1,5,1,4,9,1,1,1
4679,Alison Maclean,Samantha Morton,Billy Crudup,jesus' son,2125,Mark Webber,English,USA,R,7.0,3747,1999,Drama,0,Jesus' Son,5.954815,0.0,Jesus' Son,1,5,1,4,1,7,9,5
4680,Alice Wu,Ato Essandoh,Joan Chen,saving face,1396,Jessica Hecht,English,USA,R,7.6,33649,2004,Drama|Comedy|Romance,0,Saving Face,3.08291,0.0,Saving Face,1,5,1,4,1,2,2,1
4684,Sarah Gavron,Christopher Simpson,Satish Kaushik,brick lane,150,Tannishtha Chatterjee,English,UK,PG-13,6.7,60133,2007,Drama,0,Brick Lane,0.834664,0.0,Brick Lane,1,5,2,1,1,1,1,1
4685,Jake Schreier,Joshua Ormond,Frank Langella,robot & frank,1980,Ana Gasteyer,English,USA,PG-13,7.1,96655,2012,Crime|Drama|Sci-Fi|Comedy,2500000,Robot & Frank,9.291494,3325038.0,Robot & Frank,1,5,1,1,1,10,1,1
4686,Isabel Coixet,Julian Richings,Sarah Polley,my life without me,2972,Amanda Plummer,English,Spain,R,7.6,6770,2003,Drama|Romance,0,My Life Without Me,10.310508,9726954.0,My Life Without Me,1,5,9,4,1,5,6,1
4687,James Ponsoldt,Jennifer Jason Leigh,Shailene Woodley,the spectacular now,10040,Dayo Okeniyi,English,USA,R,7.1,103539,2013,Drama|Comedy|Romance,2500000,The Spectacular Now,8.098964,6854611.0,The Spectacular Now,1,5,1,4,1,2,9,1
4688,Larry Charles,Tal Bachman,Bill Maher,religulous,338,Steve Burg,English,USA,R,7.7,59126,2008,War|Comedy|Documentary,0,Religulous,9.045712,0.0,Religulous,1,5,1,4,2,2,1,1
4689,Joshua Tickell,Sheryl Crow,Larry David,fuel,1252,George W. Bush,English,USA,Not Rated,7.6,65633,2008,Documentary,0,Fuel,0.007031999999999999,0.0,Fuel,1,5,1,10,1,3,1,3
4690,Michael D. Sellers,Carly Schroeder,Katharine Ross,eye of the dolphin,1491,George Harris,English,USA,PG-13,5.7,86846,2006,Family|Drama|Children|Comedy,2500000,Eye of the Dolphin,0.46335,71904.0,Eye of the Dolphin,1,5,1,1,1,2,2,1
4691,Reed Cowan,Emily Pearson,Dustin Lance Black,8: the mormon proposition,210,Gavin Newsom,English,USA,R,7.1,79430,2010,Documentary,0,8: The Mormon Proposition,0.252886,0.0,8: The Mormon Proposition,1,5,1,4,1,1,1,1
4692,Alex Rivera,Jacob Vargas,Leonor Varela,sleep dealer,862,Tenoch Huerta,Spanish,USA,PG-13,5.9,72630,2008,Thriller|Drama|Sci-Fi|Romance,2500000,Sleep Dealer,3.750365,107559.0,Sleep Dealer,8,5,1,1,1,2,5,1
4693,James Gunn,Rainn Wilson,Linda Cardellini,super,4590,Paul T. Taylor,English,USA,R,6.8,85401,2010,Action|Crime|Drama|Comedy,2500000,Super,8.309635,324138.0,Super,1,5,1,4,3,6,6,1
4694,Spike Lee,Harry Lennix,Bernie Mac,get on the bus,5963,Andre Braugher,English,USA,R,6.8,1054,1996,Drama|History,2400000,Get on the Bus,5.2306610000000004,5731103.0,Get on the Bus,1,5,1,4,14,10,7,5
4695,Mike Judge,Patrick Fischler,Anthony 'Citric' Campos,idiocracy,1490,David Herman,English,USA,R,6.6,47997,2006,Adventure|Sci-Fi|Comedy|Thriller,30000000,Idiocracy,12.130803,495303.0,Idiocracy,1,5,1,4,4,1,4,2
4696,Shane Meadows,Joseph Gilgun,Stephen Graham,this is england,3282,Jack O'Connell,English,UK,Unrated,7.7,52952,2006,Drama|Crime,2380000,This Is England,2.514638,8176544.0,This Is England,1,5,2,11,3,4,3,5
4697,George Sidney,Basil Rathbone,Esther Williams,bathing beauty,1627,Red Skelton,English,USA,Passed,6.5,91492,1944,Comedy|Musical,2361000,Bathing Beauty,0.789574,6892000.0,Bathing Beauty,1,2,1,16,3,1,1,1
4698,Tim McCanlies,Michael O'Neill,Ethan Embry,"dancer, texas pop. 81",2580,Alexandra Holden,English,USA,PG,6.8,1870,1998,Family|Drama|Comedy,0,"Dancer, Texas Pop. 81",0.567444,565592.0,"Dancer, Texas Pop. 81",1,5,1,2,2,10,6,2
4699,George Sidney,Ava Gardner,Agnes Moorehead,show boat,2329,Howard Keel,English,USA,Approved,7.0,8502,1951,Family|Drama|Romance|Musical,2300000,Show Boat,2.01799,11000000.0,Show Boat,1,2,1,12,3,2,2,2
4703,James Algar,Deems Taylor,Leopold Stokowski,fantasia,16,Julietta Novis,English,USA,G,7.8,1282,1940,Children|Animation|Family|Music|Fantasy|Musical,2280000,Fantasia,8.03796,83320000.0,Fantasia,1,2,1,3,3,1,1,1
4704,Shyam Madiraju,Ethan Peck,Jessica Lowndes,eden,3799,Brad Schmidt,English,Spain,R,4.8,1815,1997,Thriller|Drama,0,Eden,0.555276,0.0,Eden,1,5,9,4,1,2,1,1
4724,Jon Knautz,Daniel Kash,Rachel Skarsten,jack brooks: monster slayer,558,Stefanie Drummond,English,Canada,R,6.0,65300,2007,Action|Comedy|Horror,0,Jack Brooks: Monster Slayer,3.88291,0.0,Jack Brooks: Monster Slayer,1,5,4,4,1,1,1,1
4725,Larry Clark,Nick Stahl,Kelli Garner,bully,3293,Brad Renfro,English,USA,R,7.0,4450,2001,Thriller|Drama|Crime|Biography,0,Bully,4.877774,480811.0,Bully,1,5,1,4,2,6,2,2
4729,Petter Næss,Per Christian Ellefsen,Jørgen Langhelle,elling,155,Sven Nordin,Norwegian,Norway,R,7.6,5890,2001,Drama|Comedy,0,Elling,2.148946,0.0,Elling,24,5,31,4,1,1,1,1
4730,Jaume Balagueró,Pablo Rosso,Manuela Velasco,[rec],145,Carlos Lasarte,Spanish,Spain,R,7.5,57274,2007,Horror|Drama|Thriller,1500000,[REC],8.504511,30448000.0,[REC],8,5,9,4,2,1,1,1
4731,Terence Young,Daniela Bianchi,Robert Shaw,from russia with love,1456,Lois Maxwell,English,UK,Approved,7.5,2948,1963,Action|Thriller|Adventure,2000000,From Russia with Love,12.536729,78898765.0,From Russia with Love,1,3,2,12,3,3,1,7
